loc,long,lat,region,date,type,descr,deaths,death_stat,source
Pristina,21.1237,42.6664,Kosovo,4/15/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Pristina,21.1237,42.6664,Kosovo,4/16/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Pristina,21.1237,42.6664,Kosovo,4/20/1999,military units,,1,civilian,"http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html, FHP"
Pristina,21.1237,42.6664,Kosovo,4/23/1999,military units,,0,,"http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html, FHP"
Pristina,21.1237,42.6664,Kosovo,4/24/1999,military units,,0,,"http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html, FHP"
Pristina,21.1237,42.6664,Kosovo,4/27/1999,military units,,0,,"http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html, FHP"
Pristina,21.1237,42.6664,Kosovo,5/3/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Pristina,21.1237,42.6664,Kosovo,5/14/1999,military units,,2,military,FHP
Pristina,21.1237,42.6664,Kosovo,5/17/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Pristina,21.1237,42.6664,Kosovo,5/26/1999,military units,,0,,"http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html, FHP"
Pristina,21.1237,42.6664,Kosovo,5/31/1999,various,"cemetary, monument, refinery",0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Pristina,21.1237,42.6664,Kosovo,6/2/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Pristina,21.1237,42.6664,Kosovo,6/5/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Pristina,21.1237,42.6664,Kosovo,6/6/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
"Pristina, Kosovski junaci",21.13796483,42.65345888,Kosovo,3/29/1999,military units,military,3,military/police,FHP
Prizren,20.72163055,42.21173798,Kosovo,3/25/1999,military units,police,2,police,FHP
Prizren,20.72163055,42.21173798,Kosovo,3/27/1999,military units,military,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Prizren,20.72163055,42.21173798,Kosovo,3/28/1999,civilian,monument,0,,Bela Knjiga
Prizren,20.72163055,42.21173798,Kosovo,4/11/1999,military facility,military,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Prizren,20.72163055,42.21173798,Kosovo,4/15/1999,military units,,1,military,FHP
Prizren,20.72163055,42.21173798,Kosovo,4/28/1999,civilian,civilian,4,civilian,"Bela Knjiga, FHP"
Prizren,20.72163055,42.21173798,Kosovo,5/1/1999,military units,,7,civilian,FHP
Prizren,20.72163055,42.21173798,Kosovo,5/2/1999,military units,,1,civilian,FHP
Prizren,20.72163055,42.21173798,Kosovo,5/13/1999,infrastructure,railway st,1,military,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Prizren,20.66096678,42.19005613,Kosovo,5/18/1999,infrastructure,bridge,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Prizren,20.72163055,42.21173798,Kosovo,5/19/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Prizren,20.72163055,42.21173798,Kosovo,5/22/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Prizren,20.72163055,42.21173798,Kosovo,5/24/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Prizren,20.72163055,42.21173798,Kosovo,5/28/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Prizren,20.72163055,42.21173798,Kosovo,5/29/1999,military facility,baracks,3,military,FHP
Prizren,20.72163055,42.21173798,Kosovo,6/1/1999,military units,,7,military,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Prizren,20.72163055,42.21173798,Kosovo,6/2/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Prizren,20.72163055,42.21173798,Kosovo,6/3/1999,various,,1,military,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Prizren,20.72163055,42.21173798,Kosovo,6/5/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Prizren,20.72163055,42.21173798,Kosovo,6/8/1999,military units,,0,,"Agresija NATO, 695 (original source: Tanjug)"
Prokuplje,21.58578922,43.23231655,Serbia,3/24/1999,military facility,,1,military,FHP
Rabas,19.81600396,44.34945229,Serbia,5/27/1999,civilian,farm,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Radevo,21.0521,42.5729,Kosovo,4/28/1999,military units,,1,military,FHP
Radinci,19.66710039,45.03744922,Vojvodina,4/29/1999,military units,,0,,"http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html, FHP"
"Radoste, Orahovac",20.5303,42.3872,Kosovo,5/26/1999,civilian,,2,civilian,FHP
Radovca,19.2596,42.5798,Montenegro,4/29/1999,military units,,0,,"http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html, FHP"
Radovici,18.668,42.3929,Montenegro,3/24/1999,military units,military,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Rakovica,20.44508884,44.74692456,Belgrade,4/15/1999,industry,factory,0,,Bela Knjiga
Rakovica,20.44508884,44.74692456,Belgrade,4/17/1999,military units,,0,,Bela Knjiga
Rakovica,20.44508884,44.74692456,Belgrade,5/7/1999,military facility,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Ralja,20.5564,44.5715,Belgrade,3/24/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Ralja,20.5564,44.5715,Belgrade,5/26/1999,civilian,house,4,civilian,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Raska,20.6161,43.2896,Serbia,4/4/1999,military facility,baracks,1,military,http://www.kraljevo.com/kraljevo/proslost/nato-agresija-99.htm
Ratina,20.7487538,43.70242949,Serbia,5/22/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Ratina,20.7487538,43.70242949,Serbia,5/29/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Ravna Reka,21.60402858,44.01022862,Serbia,6/3/1999,military units,military,0,,"Jovanovic, p.651"
Resnik,20.4401,44.7107,Belgrade,4/23/1999,industry,factory,0,,"http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html, FHP"
Ribnice,21.89259561,42.51459795,Serbia,4/17/1999,civilian,,1,civilian,FHP
Ripanj,20.52012588,44.63912344,Belgrade,5/31/1999,civilian,house,2,civilian,FHP
Ritopek,20.65392245,44.7360528,Belgrade,5/24/1999,civilian,house,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Rogovo,20.5797,42.3294,Kosovo,4/12/1999,military units,,1,military,FHP
Rosaje,20.1496,42.8431,Montenegro,3/25/1999,military units,,0,,Bela Knjiga
Rudnica,20.69463159,43.26977094,Serbia,4/30/1999,infrastructure,bridge,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Rudnik,20.49836784,44.14063362,Serbia,4/20/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Rudnik,20.49836784,44.14063362,Serbia,5/8/1999,communications,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Ruma,19.7881675,45.00610381,Serbia,4/7/1999,military facility,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Rznic,20.34767527,42.52048776,Kosovo,4/12/1999,military units,,0,,Bela Knjiga
Sabac,19.645,44.7687,Serbia,4/27/1999,military units,,1,military,FHP
Sabac,19.645,44.7687,Serbia,5/11/1999,industry,refinery,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Sabac,19.645,44.7687,Serbia,5/18/1999,military units,,0,,http://www.nin.co.rs/arhiva/2525/5.html
Sabac,19.70344671,44.76400759,Serbia,5/22/1999,various,"old city fortress, factory",0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Sabac,19.645,44.7687,Serbia,5/23/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Sabac,19.67964057,44.74967113,Serbia,5/25/1999,military facility,baracks,0,,Bela Knjiga
Sabac,19.645,44.7687,Serbia,5/26/1999,military units,,1,military,FHP
Samaila,20.54812464,43.76322598,Serbia,4/16/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Samaila,20.54812464,43.76322598,Serbia,4/16/1999,military units,,0,,http://www.kraljevo.com/kraljevo/proslost/nato-agresija-99.htm
Samaila,20.54812464,43.76322598,Serbia,4/21/1999,military units,,0,,"http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html, FHP"
Samaila,20.54812464,43.76322598,Serbia,5/10/1999,military units,,0,,http://www.kraljevo.com/kraljevo/proslost/nato-agresija-99.htm
Samodrasa,20.7411885,42.3648183,Kosovo,5/21/1999,military units,,1,military,FHP
Samokovo,21.27976784,43.12978393,Serbia,4/2/1999,military units,,1,military,Bela Knjiga
Saskovac,21.3246,42.4845,Kosovo,3/30/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Saskovac,21.3246,42.4845,Kosovo,4/14/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Savine Vode,20.32028205,42.74251922,Kosovo,5/3/1999,military units,civilian,19,civilian/military/police,FHP
Savine Vode,20.32028205,42.74251922,Kosovo,5/4/1999,civilian,civilian,1,police,FHP
Sedlare,20.9134,42.5051,Kosovo,5/24/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Simanovci,20.0749,44.8752,Vojvodina,5/2/1999,civilian,,1,civilian,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Sisatovac,19.5497,45.1253,Vojvodina,4/17/1999,civilian,monument,0,,Bela Knjiga
Sjenica,20.0032,43.2741,Serbia,4/4/1999,military units,,1,military,FHP
Sjenica,20.0032,43.2741,Serbia,5/11/1999,communications,relay,0,,http://www.kraljevo.com/kraljevo/proslost/nato-agresija-99.htm
Skoza,20.5903,42.1639,Kosovo,5/12/1999,military units,,1,military,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Slankamen,20.2228,45.1349,Vojvodina,6/8/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Slatina,21.00835846,42.57143149,Kosovo,3/24/1999,military facility,airport,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Slatina,21.00835846,42.57143149,Kosovo,3/30/1999,military units,military,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Slatina,21.00835846,42.57143149,Kosovo,4/11/1999,military facility,airport,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Slatina,21.00835846,42.57143149,Kosovo,4/12/1999,military facility,military,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Slatina,21.00835846,42.57143149,Kosovo,4/13/1999,military facility,airport,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Slatina,21.00835846,42.57143149,Kosovo,4/14/1999,military facility,airport,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Slatina,21.00835846,42.57143149,Kosovo,4/16/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Slatina,21.00835846,42.57143149,Kosovo,4/19/1999,military units,,1,military,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Slatina,21.00835846,42.57143149,Kosovo,4/20/1999,military facility,airport,0,,"http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html, FHP"
Slatina,21.00835846,42.57143149,Kosovo,4/26/1999,military facility,airport,0,,"http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html, FHP"
Slatina,21.00835846,42.57143149,Kosovo,4/30/1999,military facility,airport,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Slatina,21.00835846,42.57143149,Kosovo,5/1/1999,military facility,airport,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Slatina,21.00835846,42.57143149,Kosovo,5/7/1999,military units,airport,0,,"Bela Knjiga, http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html"
Slatina,21.00835846,42.57143149,Kosovo,5/12/1999,military units,airport,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Smederevo,20.96626511,44.60945159,Serbia,4/4/1999,industry,refinery,0,,Bela Knjiga
Smederevo,20.96626511,44.60945159,Serbia,4/8/1999,industry,refinery,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Smederevo,20.96626511,44.60945159,Serbia,4/9/1999,industry,refinery,0,,Bela Knjiga
Smederevo,20.96626511,44.60945159,Serbia,4/13/1999,industry,refinery,0,,Bela Knjiga
Smederevo,20.98178102,44.60176433,Serbia,4/15/1999,infrastructure,bridge,0,,Bela Knjiga
Smederevo,20.96626511,44.60945159,Serbia,4/16/1999,military units,,1,military,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Smederevo,20.96626511,44.60945159,Serbia,4/19/1999,military units,,1,military,FHP
Smederevo,20.96626511,44.60945159,Serbia,4/29/1999,industry,refinery,0,,"http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html, FHP"
Smederevo,20.92703758,44.66766311,Serbia,4/30/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Smederevo,20.93741167,44.66257661,Serbia,5/15/1999,industry,factory,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Smederevo,20.93741167,44.66257661,Serbia,5/16/1999,industry,factory,0,,http://nointervention.com/archive/Yugoslavia/www.serbia-info.com/news/1999-06/05/12335.html
Smederevo,20.96626511,44.60945159,Serbia,5/17/1999,military units,,0,,http://www.prviprvinaskali.com/clanci/dren/ekologija/hronologija-nato-bombardovanja-srj.html
Smederevo,20.96626511,44.60945159,Serbia,5/21/1999,various,"refinery, relay",0,,"http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html, FHP"
Smederevo,20.92703758,44.66766311,Serbia,5/30/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Smederevo,20.96626511,44.60945159,Serbia,6/1/1999,industry,plant,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Smederevo,20.92703758,44.66766311,Serbia,6/3/1999,military units,,1,military,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Soderce,21.85478001,42.55219512,Serbia,4/22/1999,civilian,,1,civilian,FHP
Sofajlija,21.19436103,42.66762205,Kosovo,4/16/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Sombor,19.05836482,45.72097432,Serbia,3/24/1999,military facility,airport,1,military,http://www.soinfo.org/forumi/tema/2000/1/Sombor-prvi-bombardovan/
Sombor,19.05836482,45.72097432,Serbia,4/26/1999,military facility,airport,0,,"http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html, FHP"
Sombor,19.05836482,45.72097432,Serbia,4/27/1999,military units,,0,,"http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html, FHP"
Sombor,19.05836482,45.72097432,Serbia,4/30/1999,military facility,airport,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Sombor,19.05836482,45.72097432,Serbia,5/2/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Sombor,19.05836482,45.72097432,Serbia,5/8/1999,military facility,airport,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Sombor,19.05836482,45.72097432,Serbia,5/11/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Sombor,19.05836482,45.72097432,Serbia,5/20/1999,industry,refinery,1,military,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Sombor,19.05836482,45.72097432,Serbia,5/22/1999,industry,refinery,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Sombor,19.05836482,45.72097432,Serbia,6/2/1999,industry,refinery,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
"Sovljak, Kraljevo",20.02682581,44.46021026,Serbia,5/25/1999,military units,,0,,http://www.kraljevo.com/kraljevo/proslost/nato-agresija-99.htm
Srbica,20.7757,42.745,Kosovo,5/12/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Srbobran,19.76795781,45.53761379,Serbia,5/20/1999,communications,radio relay,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Srbobran,19.76795781,45.53761379,Serbia,6/3/1999,communications,relay,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Sremcica,20.3838,44.6838,Serbia,3/26/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Sremska Kamenica,19.8104,45.2084,Vojvodina,5/29/1999,communications,TV station,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Sremska Mitrovica,19.8104,45.2084,Vojvodina,4/7/1999,military facility,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Sremska Mitrovica,19.8104,45.2084,Vojvodina,4/19/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Sremska Mitrovica,19.8104,45.2084,Vojvodina,4/29/1999,military units,,0,,"http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html, FHP"
Sremska Mitrovica,19.8104,45.2084,Vojvodina,5/21/1999,military units,,0,,http://nointervention.com/archive/Yugoslavia/www.serbia-info.com/news/1999-06/05/12335.html
Sremska Mitrovica,19.8104,45.2084,Vojvodina,5/29/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Stari trg,20.917,42.9385,Kosovo,5/13/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Staro Gacko,21.0995,42.5054,Kosovo,5/11/1999,military units,factory,3,civilian,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Staro Selo,21.10226516,44.29254059,Kosovo,5/12/1999,military units,,1,military,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Staro Selo,20.8894,42.3825,Kosovo,5/27/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Stimlje,21.0305,42.4374,Kosovo,5/9/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Stimlje,21.0305,42.4374,Kosovo,5/12/1999,military units,,1,military,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Stimlje,21.0305,42.4374,Kosovo,5/13/1999,military units,,1,military,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
"Strasevica, Rakovica",20.4329,44.7325,Serbia,3/27/1999,military facility,radar,2,military,http://www.beograd.rs/lat/upoznajte-beograd/1269-nato-agresija-1999/
"Strasevica, Rakovica",20.4329,44.7325,Serbia,3/27/1999,military facility,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
"Strasevica, Rakovica",20.4329,44.7325,Serbia,4/18/1999,military facility,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
"Strasevica, Rakovica",20.4329,44.7325,Serbia,5/3/1999,military facility,,0,,Bela Knjiga
"Strasevica, Rakovica",20.4329,44.7325,Serbia,5/3/1999,military facility,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
"Strasevica, Rakovica",20.4329,44.7325,Serbia,5/20/1999,military facility,bunker,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
"Strasevica, Rakovica",20.4329,44.7325,Serbia,5/22/1999,civilian,,0,,Bela Knjiga
"Strasevica, Rakovica",20.4329,44.7325,Serbia,5/23/1999,military facility,baracks,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
"Strasevica, Rakovica",20.4329,44.7325,Serbia,5/25/1999,military facility,bunker,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
"Strasevica, Rakovica",20.4329,44.7325,Serbia,5/29/1999,civilian,,0,,Bela Knjiga
"Strasevica, Rakovica",20.4329,44.7325,Serbia,5/30/1999,military facility,bunker,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Strezovce,21.73186001,42.27402877,Kosovo,5/11/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Strpce,21.0169,42.2376,Kosovo,5/24/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Stubline,20.13414786,44.57423536,Serbia,5/30/1999,communications,relay,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Subotica,19.66368429,46.10000193,Vojvodina,4/15/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Subotica,19.66368429,46.10000193,Vojvodina,4/19/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Surcin,20.2166,44.7847,Serbia,3/27/1999,military facility,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Surcin,20.2166,44.7847,Serbia,4/7/1999,military facility,airport,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Surcin,20.2166,44.7847,Serbia,5/2/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Surcin,20.2166,44.7847,Serbia,5/23/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Surdulica,22.1591,42.6901,Serbia,4/27/1999,civilian,,9,civilian,"Bela Knjiga, FHP"
Surdulica,22.1591,42.6901,Serbia,5/21/1999,military facility,,0,,Bela Knjiga
Surdulica,22.1591,42.6901,Serbia,5/31/1999,civilian,sanatorium,20,civilian,"Bela Knjiga, FHP"
Susica,21.48543937,43.5201495,Kosovo,3/30/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Sutomore,19.0363,42.139,Montenegro,4/29/1999,military units,,0,,"http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html, FHP"
Sutorman,19.11218922,42.15153737,Montenegro,4/15/1999,military units,,0,,"http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html, FHP"
Sutorman,19.11218922,42.15153737,Montenegro,4/16/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Suva Reka,20.8138,42.3603,Kosovo,5/18/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Svetlje,21.21952205,42.8772494,Kosovo,5/12/1999,military units,civilian,1,civilian,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Svrke,19.3246,42.8667,Montenegro,4/30/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Svrljig,22.1096,43.418,Serbia,5/28/1999,military units,,0,,http://www.rts.rs/page/stories/sr/story/125/drustvo/1569020/godisnjica-nato-bombardovanja-cuprije.html
Tankosic,21.2636,42.3832,Kosovo,5/11/1999,military units,,1,military,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Termoelektrana Nikola Tesla A,20.15797611,44.67141816,Serbia,5/31/1999,industry,plant,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Topcider,20.44689866,44.77666593,Serbia,3/26/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Topcider,20.44689866,44.77666593,Belgrade,3/31/1999,military facility,,4,military,http://www.vs.rs/sr_lat/vesti/DE794DBCB8F011E39F6000163E135009/obelezena-godisnjica-pogibije-pripadnika-komande-prve-armije
Topli Do,22.68035584,43.34025469,Serbia,4/29/1999,military units,,0,,"http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html, FHP"
Tornik,19.5386,44.197,Serbia,4/8/1999,civilian,,3,civilian,FHP
Tornik,19.5386,44.197,Serbia,4/8/1999,communications,,0,,Bela Knjiga
Tornik,19.5386,44.197,Serbia,4/15/1999,communications,,0,,Bela Knjiga
Tornik,19.5386,44.197,Serbia,4/20/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
Tornik,19.5386,44.197,Serbia,5/5/1999,military units,,0,,http://arhiva.glas-javnosti.rs/arhiva/1999/03/25/gv-01-1999-03-25.html
